,original_summary,token,Porter_Stemmer,WordNet_Lemmatizer
3501,good strings affordable price.,"['good', 'strings', 'affordable', 'price', '.']","['good', 'string', 'afford', 'price', '.']","['good', 'string', 'affordable', 'price', '.']"
3502,Violinist,['Violinist'],['violinist'],['Violinist']
3503,Decent strings,"['Decent', 'strings']","['decent', 'string']","['Decent', 'string']"
3504,awesome,['awesome'],['awesom'],['awesome']
3505,"Not bad at all, but not for me","['Not', 'bad', 'at', 'all', ',', 'but', 'not', 'for', 'me']","['not', 'bad', 'at', 'all', ',', 'but', 'not', 'for', 'me']","['Not', 'bad', 'at', 'all', ',', 'but', 'not', 'for', 'me']"
3506,I need to use it!!,"['I', 'need', 'to', 'use', 'it', '!', '!']","['i', 'need', 'to', 'use', 'it', '!', '!']","['I', 'need', 'to', 'use', 'it', '!', '!']"
3507,Go for Medium or Hard on these,"['Go', 'for', 'Medium', 'or', 'Hard', 'on', 'these']","['go', 'for', 'medium', 'or', 'hard', 'on', 'these']","['Go', 'for', 'Medium', 'or', 'Hard', 'on', 'these']"
3508,Good grip,"['Good', 'grip']","['good', 'grip']","['Good', 'grip']"
3509,Saves your thumb on the strum,"['Saves', 'your', 'thumb', 'on', 'the', 'strum']","['save', 'your', 'thumb', 'on', 'the', 'strum']","['Saves', 'your', 'thumb', 'on', 'the', 'strum']"
3510,These are ok!,"['These', 'are', 'ok', '!']","['these', 'are', 'ok', '!']","['These', 'are', 'ok', '!']"
3511,Finally a soft and gripping pick,"['Finally', 'a', 'soft', 'and', 'gripping', 'pick']","['final', 'a', 'soft', 'and', 'grip', 'pick']","['Finally', 'a', 'soft', 'and', 'gripping', 'pick']"
3512,Nothing special,"['Nothing', 'special']","['noth', 'special']","['Nothing', 'special']"
3513,Interesting change,"['Interesting', 'change']","['interest', 'chang']","['Interesting', 'change']"
3514,Good Stuff,"['Good', 'Stuff']","['good', 'stuff']","['Good', 'Stuff']"
3515,Helps produce a really nice soft finger picked sound on Bass,"['Helps', 'produce', 'a', 'really', 'nice', 'soft', 'finger', 'picked', 'sound', 'on', 'Bass']","['help', 'produc', 'a', 'realli', 'nice', 'soft', 'finger', 'pick', 'sound', 'on', 'bass']","['Helps', 'produce', 'a', 'really', 'nice', 'soft', 'finger', 'picked', 'sound', 'on', 'Bass']"
3516,ok,['ok'],['ok'],['ok']
3517,Great for Ukulele & Acoustic Guitar Players,"['Great', 'for', 'Ukulele', '&', 'Acoustic', 'Guitar', 'Players']","['great', 'for', 'ukulel', '&', 'acoust', 'guitar', 'player']","['Great', 'for', 'Ukulele', '&', 'Acoustic', 'Guitar', 'Players']"
3518,Hard or Soft? They felt the same.,"['Hard', 'or', 'Soft', '?', 'They', 'felt', 'the', 'same', '.']","['hard', 'or', 'soft', '?', 'they', 'felt', 'the', 'same', '.']","['Hard', 'or', 'Soft', '?', 'They', 'felt', 'the', 'same', '.']"
3519,not what I expected.,"['not', 'what', 'I', 'expected', '.']","['not', 'what', 'i', 'expect', '.']","['not', 'what', 'I', 'expected', '.']"
3520,Overselling...,"['Overselling', '...']","['oversel', '...']","['Overselling', '...']"
3521,The sound of your thumb while saving your thumb from wear and tear.,"['The', 'sound', 'of', 'your', 'thumb', 'while', 'saving', 'your', 'thumb', 'from', 'wear', 'and', 'tear', '.']","['the', 'sound', 'of', 'your', 'thumb', 'while', 'save', 'your', 'thumb', 'from', 'wear', 'and', 'tear', '.']","['The', 'sound', 'of', 'your', 'thumb', 'while', 'saving', 'your', 'thumb', 'from', 'wear', 'and', 'tear', '.']"
3522,Pretty interesting,"['Pretty', 'interesting']","['pretti', 'interest']","['Pretty', 'interesting']"
3523,Much better than a felt or hard plastic pick,"['Much', 'better', 'than', 'a', 'felt', 'or', 'hard', 'plastic', 'pick']","['much', 'better', 'than', 'a', 'felt', 'or', 'hard', 'plastic', 'pick']","['Much', 'better', 'than', 'a', 'felt', 'or', 'hard', 'plastic', 'pick']"
3524,Great Bass Guitar Plectrum For Finger Style Tone,"['Great', 'Bass', 'Guitar', 'Plectrum', 'For', 'Finger', 'Style', 'Tone']","['great', 'bass', 'guitar', 'plectrum', 'for', 'finger', 'style', 'tone']","['Great', 'Bass', 'Guitar', 'Plectrum', 'For', 'Finger', 'Style', 'Tone']"
3525,Soft means SOFT,"['Soft', 'means', 'SOFT']","['soft', 'mean', 'soft']","['Soft', 'mean', 'SOFT']"
3526,Soft Sound,"['Soft', 'Sound']","['soft', 'sound']","['Soft', 'Sound']"
3527,Interesting...,"['Interesting', '...']","['interest', '...']","['Interesting', '...']"
3528,Great picks at a great price!,"['Great', 'picks', 'at', 'a', 'great', 'price', '!']","['great', 'pick', 'at', 'a', 'great', 'price', '!']","['Great', 'pick', 'at', 'a', 'great', 'price', '!']"
3529,"Soft, comfy and effective","['Soft', ',', 'comfy', 'and', 'effective']","['soft', ',', 'comfi', 'and', 'effect']","['Soft', ',', 'comfy', 'and', 'effective']"
3530,"Warm, soft tone... similar to a felt pick","['Warm', ',', 'soft', 'tone', '...', 'similar', 'to', 'a', 'felt', 'pick']","['warm', ',', 'soft', 'tone', '...', 'similar', 'to', 'a', 'felt', 'pick']","['Warm', ',', 'soft', 'tone', '...', 'similar', 'to', 'a', 'felt', 'pick']"
3531,Want rubber residue all over your guitar?,"['Want', 'rubber', 'residue', 'all', 'over', 'your', 'guitar', '?']","['want', 'rubber', 'residu', 'all', 'over', 'your', 'guitar', '?']","['Want', 'rubber', 'residue', 'all', 'over', 'your', 'guitar', '?']"
3532,Fits the bill!,"['Fits', 'the', 'bill', '!']","['fit', 'the', 'bill', '!']","['Fits', 'the', 'bill', '!']"
3533,Works as Intended,"['Works', 'as', 'Intended']","['work', 'as', 'intend']","['Works', 'a', 'Intended']"
3534,Perfect for my applications,"['Perfect', 'for', 'my', 'applications']","['perfect', 'for', 'my', 'applic']","['Perfect', 'for', 'my', 'application']"
3535,Another great On Stage utility,"['Another', 'great', 'On', 'Stage', 'utility']","['anoth', 'great', 'on', 'stage', 'util']","['Another', 'great', 'On', 'Stage', 'utility']"
3536,Great for adding another mic to a stand without hassle.,"['Great', 'for', 'adding', 'another', 'mic', 'to', 'a', 'stand', 'without', 'hassle', '.']","['great', 'for', 'ad', 'anoth', 'mic', 'to', 'a', 'stand', 'without', 'hassl', '.']","['Great', 'for', 'adding', 'another', 'mic', 'to', 'a', 'stand', 'without', 'hassle', '.']"
3537,Good for light weight stuff,"['Good', 'for', 'light', 'weight', 'stuff']","['good', 'for', 'light', 'weight', 'stuff']","['Good', 'for', 'light', 'weight', 'stuff']"
3538,"Good Idea, Really Bad Execution - better unit for a few $'s more","['Good', 'Idea', ',', 'Really', 'Bad', 'Execution', '-', 'better', 'unit', 'for', 'a', 'few', '$', ""'s"", 'more']","['good', 'idea', ',', 'realli', 'bad', 'execut', '-', 'better', 'unit', 'for', 'a', 'few', '$', ""'s"", 'more']","['Good', 'Idea', ',', 'Really', 'Bad', 'Execution', '-', 'better', 'unit', 'for', 'a', 'few', '$', ""'s"", 'more']"
3539,Great. Worth It.,"['Great', '.', 'Worth', 'It', '.']","['great', '.', 'worth', 'it', '.']","['Great', '.', 'Worth', 'It', '.']"
3540,Sturdy,['Sturdy'],['sturdi'],['Sturdy']
3541,Does a nice job!,"['Does', 'a', 'nice', 'job', '!']","['doe', 'a', 'nice', 'job', '!']","['Does', 'a', 'nice', 'job', '!']"
3542,The Very Best,"['The', 'Very', 'Best']","['the', 'veri', 'best']","['The', 'Very', 'Best']"
3543,"holds well, but not firm enough","['holds', 'well', ',', 'but', 'not', 'firm', 'enough']","['hold', 'well', ',', 'but', 'not', 'firm', 'enough']","['hold', 'well', ',', 'but', 'not', 'firm', 'enough']"
3544,Nice holder,"['Nice', 'holder']","['nice', 'holder']","['Nice', 'holder']"
3545,An excellent and inexpensive mount,"['An', 'excellent', 'and', 'inexpensive', 'mount']","['an', 'excel', 'and', 'inexpens', 'mount']","['An', 'excellent', 'and', 'inexpensive', 'mount']"
3546,3 pin male to 1/4 inmale adapter,"['3', 'pin', 'male', 'to', '1/4', 'inmale', 'adapter']","['3', 'pin', 'male', 'to', '1/4', 'inmal', 'adapt']","['3', 'pin', 'male', 'to', '1/4', 'inmale', 'adapter']"
3547,A decent adapter,"['A', 'decent', 'adapter']","['a', 'decent', 'adapt']","['A', 'decent', 'adapter']"
3548,A Must Have In The Audio Kit,"['A', 'Must', 'Have', 'In', 'The', 'Audio', 'Kit']","['a', 'must', 'have', 'in', 'the', 'audio', 'kit']","['A', 'Must', 'Have', 'In', 'The', 'Audio', 'Kit']"
3549,Works Great For My Needs,"['Works', 'Great', 'For', 'My', 'Needs']","['work', 'great', 'for', 'my', 'need']","['Works', 'Great', 'For', 'My', 'Needs']"
3550,Nice Product.,"['Nice', 'Product', '.']","['nice', 'product', '.']","['Nice', 'Product', '.']"
3551,"XLR Male To 1/4"" Male Adapter","['XLR', 'Male', 'To', '1/4', ""''"", 'Male', 'Adapter']","['xlr', 'male', 'to', '1/4', ""''"", 'male', 'adapt']","['XLR', 'Male', 'To', '1/4', ""''"", 'Male', 'Adapter']"
3552,Mixed reviews,"['Mixed', 'reviews']","['mix', 'review']","['Mixed', 'review']"
3553,helpful,['helpful'],['help'],['helpful']
3554,very nice,"['very', 'nice']","['veri', 'nice']","['very', 'nice']"
3555,WORKS,['WORKS'],['work'],['WORKS']
3556,View from where I sit,"['View', 'from', 'where', 'I', 'sit']","['view', 'from', 'where', 'i', 'sit']","['View', 'from', 'where', 'I', 'sit']"
3557,"""XLR Female To 1/4"""" Male Adapter""","['``', 'XLR', 'Female', 'To', '1/4', ""''"", ""''"", 'Male', 'Adapter', ""''""]","['``', 'xlr', 'femal', 'to', '1/4', ""''"", ""''"", 'male', 'adapt', ""''""]","['``', 'XLR', 'Female', 'To', '1/4', ""''"", ""''"", 'Male', 'Adapter', ""''""]"
3558,Handy,['Handy'],['handi'],['Handy']
3559,Another decent adapter,"['Another', 'decent', 'adapter']","['anoth', 'decent', 'adapt']","['Another', 'decent', 'adapter']"
3560,A Must Have In The Audio Kit,"['A', 'Must', 'Have', 'In', 'The', 'Audio', 'Kit']","['a', 'must', 'have', 'in', 'the', 'audio', 'kit']","['A', 'Must', 'Have', 'In', 'The', 'Audio', 'Kit']"
3561,No impedance matching required,"['No', 'impedance', 'matching', 'required']","['no', 'imped', 'match', 'requir']","['No', 'impedance', 'matching', 'required']"
3562,&#34;XLR Female To 1/4&#34;&#34; Male Adapter&#34;,"['&', '#', '34', ';', 'XLR', 'Female', 'To', '1/4', '&', '#', '34', ';', '&', '#', '34', ';', 'Male', 'Adapter', '&', '#', '34', ';']","['&', '#', '34', ';', 'xlr', 'femal', 'to', '1/4', '&', '#', '34', ';', '&', '#', '34', ';', 'male', 'adapt', '&', '#', '34', ';']","['&', '#', '34', ';', 'XLR', 'Female', 'To', '1/4', '&', '#', '34', ';', '&', '#', '34', ';', 'Male', 'Adapter', '&', '#', '34', ';']"
3563,Works for me,"['Works', 'for', 'me']","['work', 'for', 'me']","['Works', 'for', 'me']"
3564,Solid adapters,"['Solid', 'adapters']","['solid', 'adapt']","['Solid', 'adapter']"
3565,Perfect Compliment...,"['Perfect', 'Compliment', '...']","['perfect', 'compliment', '...']","['Perfect', 'Compliment', '...']"
3566,Awesome for the price,"['Awesome', 'for', 'the', 'price']","['awesom', 'for', 'the', 'price']","['Awesome', 'for', 'the', 'price']"
3567,Brass Tacks,"['Brass', 'Tacks']","['brass', 'tack']","['Brass', 'Tacks']"
3568,"Works fine, but too low for a shock mounted mic","['Works', 'fine', ',', 'but', 'too', 'low', 'for', 'a', 'shock', 'mounted', 'mic']","['work', 'fine', ',', 'but', 'too', 'low', 'for', 'a', 'shock', 'mount', 'mic']","['Works', 'fine', ',', 'but', 'too', 'low', 'for', 'a', 'shock', 'mounted', 'mic']"
3569,Solid Build,"['Solid', 'Build']","['solid', 'build']","['Solid', 'Build']"
3570,"Good, but limited functionality","['Good', ',', 'but', 'limited', 'functionality']","['good', ',', 'but', 'limit', 'function']","['Good', ',', 'but', 'limited', 'functionality']"
3571,works great,"['works', 'great']","['work', 'great']","['work', 'great']"
3572,Outstanding Product,"['Outstanding', 'Product']","['outstand', 'product']","['Outstanding', 'Product']"
3573,Great pedal and great price,"['Great', 'pedal', 'and', 'great', 'price']","['great', 'pedal', 'and', 'great', 'price']","['Great', 'pedal', 'and', 'great', 'price']"
3574,in this case...u get what u pay for..,"['in', 'this', 'case', '...', 'u', 'get', 'what', 'u', 'pay', 'for', '..']","['in', 'thi', 'case', '...', 'u', 'get', 'what', 'u', 'pay', 'for', '..']","['in', 'this', 'case', '...', 'u', 'get', 'what', 'u', 'pay', 'for', '..']"
3575,Great feel - Works with the Yamaha S90 ES Sythesizer,"['Great', 'feel', '-', 'Works', 'with', 'the', 'Yamaha', 'S90', 'ES', 'Sythesizer']","['great', 'feel', '-', 'work', 'with', 'the', 'yamaha', 's90', 'es', 'sythes']","['Great', 'feel', '-', 'Works', 'with', 'the', 'Yamaha', 'S90', 'ES', 'Sythesizer']"
3576,Cool Pedal,"['Cool', 'Pedal']","['cool', 'pedal']","['Cool', 'Pedal']"
3577,"great pedal, funny story about getting this thing.......","['great', 'pedal', ',', 'funny', 'story', 'about', 'getting', 'this', 'thing', '.......']","['great', 'pedal', ',', 'funni', 'stori', 'about', 'get', 'thi', 'thing', '.......']","['great', 'pedal', ',', 'funny', 'story', 'about', 'getting', 'this', 'thing', '.......']"
3578,Good pedal for price,"['Good', 'pedal', 'for', 'price']","['good', 'pedal', 'for', 'price']","['Good', 'pedal', 'for', 'price']"
3579,Pedal to the Metal (shiny chromey metal),"['Pedal', 'to', 'the', 'Metal', '(', 'shiny', 'chromey', 'metal', ')']","['pedal', 'to', 'the', 'metal', '(', 'shini', 'chromey', 'metal', ')']","['Pedal', 'to', 'the', 'Metal', '(', 'shiny', 'chromey', 'metal', ')']"
3580,Beautiful!,"['Beautiful', '!']","['beauti', '!']","['Beautiful', '!']"
3581,First One Didn't Work Very Long,"['First', 'One', 'Did', ""n't"", 'Work', 'Very', 'Long']","['first', 'one', 'did', ""n't"", 'work', 'veri', 'long']","['First', 'One', 'Did', ""n't"", 'Work', 'Very', 'Long']"
3582,Works as advertised,"['Works', 'as', 'advertised']","['work', 'as', 'advertis']","['Works', 'a', 'advertised']"
3583,Great sustain pedal!,"['Great', 'sustain', 'pedal', '!']","['great', 'sustain', 'pedal', '!']","['Great', 'sustain', 'pedal', '!']"
3584,Beautiful feel and works with my Casio PX-320 and Roland RD-300NX,"['Beautiful', 'feel', 'and', 'works', 'with', 'my', 'Casio', 'PX-320', 'and', 'Roland', 'RD-300NX']","['beauti', 'feel', 'and', 'work', 'with', 'my', 'casio', 'px-320', 'and', 'roland', 'rd-300nx']","['Beautiful', 'feel', 'and', 'work', 'with', 'my', 'Casio', 'PX-320', 'and', 'Roland', 'RD-300NX']"
3585,Good pedal at a great price,"['Good', 'pedal', 'at', 'a', 'great', 'price']","['good', 'pedal', 'at', 'a', 'great', 'price']","['Good', 'pedal', 'at', 'a', 'great', 'price']"
3586,great pedal,"['great', 'pedal']","['great', 'pedal']","['great', 'pedal']"
3587,"an excellent pedal, built well, and feature rich.  would, and have, purchased multiples","['an', 'excellent', 'pedal', ',', 'built', 'well', ',', 'and', 'feature', 'rich', '.', 'would', ',', 'and', 'have', ',', 'purchased', 'multiples']","['an', 'excel', 'pedal', ',', 'built', 'well', ',', 'and', 'featur', 'rich', '.', 'would', ',', 'and', 'have', ',', 'purchas', 'multipl']","['an', 'excellent', 'pedal', ',', 'built', 'well', ',', 'and', 'feature', 'rich', '.', 'would', ',', 'and', 'have', ',', 'purchased', 'multiple']"
3588,Great pedal,"['Great', 'pedal']","['great', 'pedal']","['Great', 'pedal']"
3589,Just like a real piano,"['Just', 'like', 'a', 'real', 'piano']","['just', 'like', 'a', 'real', 'piano']","['Just', 'like', 'a', 'real', 'piano']"
3590,Absoulutely love it!,"['Absoulutely', 'love', 'it', '!']","['absoulut', 'love', 'it', '!']","['Absoulutely', 'love', 'it', '!']"
3591,"Best sustain pedal under $200...If you're spending $200 on a sustain pedal, you got money to burn.","['Best', 'sustain', 'pedal', 'under', '$', '200', '...', 'If', 'you', ""'re"", 'spending', '$', '200', 'on', 'a', 'sustain', 'pedal', ',', 'you', 'got', 'money', 'to', 'burn', '.']","['best', 'sustain', 'pedal', 'under', '$', '200', '...', 'if', 'you', ""'re"", 'spend', '$', '200', 'on', 'a', 'sustain', 'pedal', ',', 'you', 'got', 'money', 'to', 'burn', '.']","['Best', 'sustain', 'pedal', 'under', '$', '200', '...', 'If', 'you', ""'re"", 'spending', '$', '200', 'on', 'a', 'sustain', 'pedal', ',', 'you', 'got', 'money', 'to', 'burn', '.']"
3592,Great feel and stays in place,"['Great', 'feel', 'and', 'stays', 'in', 'place']","['great', 'feel', 'and', 'stay', 'in', 'place']","['Great', 'feel', 'and', 'stay', 'in', 'place']"
3593,Solid!,"['Solid', '!']","['solid', '!']","['Solid', '!']"
3594,Sustaining quality,"['Sustaining', 'quality']","['sustain', 'qualiti']","['Sustaining', 'quality']"
3595,I thought I could take the smell,"['I', 'thought', 'I', 'could', 'take', 'the', 'smell']","['i', 'thought', 'i', 'could', 'take', 'the', 'smell']","['I', 'thought', 'I', 'could', 'take', 'the', 'smell']"
3596,"Great guitar, but BEWARE the smell!","['Great', 'guitar', ',', 'but', 'BEWARE', 'the', 'smell', '!']","['great', 'guitar', ',', 'but', 'bewar', 'the', 'smell', '!']","['Great', 'guitar', ',', 'but', 'BEWARE', 'the', 'smell', '!']"
3597,Good travel companion,"['Good', 'travel', 'companion']","['good', 'travel', 'companion']","['Good', 'travel', 'companion']"
3598,BABY I'M AMAZED!!,"['BABY', 'I', ""'M"", 'AMAZED', '!', '!']","['babi', 'i', ""'m"", 'amaz', '!', '!']","['BABY', 'I', ""'M"", 'AMAZED', '!', '!']"
3599,Great Travel Guitar,"['Great', 'Travel', 'Guitar']","['great', 'travel', 'guitar']","['Great', 'Travel', 'Guitar']"
3600,good guitar for travel,"['good', 'guitar', 'for', 'travel']","['good', 'guitar', 'for', 'travel']","['good', 'guitar', 'for', 'travel']"
3601,"Great little Guitar, bought based on reviews.","['Great', 'little', 'Guitar', ',', 'bought', 'based', 'on', 'reviews', '.']","['great', 'littl', 'guitar', ',', 'bought', 'base', 'on', 'review', '.']","['Great', 'little', 'Guitar', ',', 'bought', 'based', 'on', 'review', '.']"
3602,Super nice.,"['Super', 'nice', '.']","['super', 'nice', '.']","['Super', 'nice', '.']"
3603,Classy looking and Hardy,"['Classy', 'looking', 'and', 'Hardy']","['classi', 'look', 'and', 'hardi']","['Classy', 'looking', 'and', 'Hardy']"
3604,Great strap,"['Great', 'strap']","['great', 'strap']","['Great', 'strap']"
3605,Great strap,"['Great', 'strap']","['great', 'strap']","['Great', 'strap']"
3606,Good looking brown leather guitar strap!,"['Good', 'looking', 'brown', 'leather', 'guitar', 'strap', '!']","['good', 'look', 'brown', 'leather', 'guitar', 'strap', '!']","['Good', 'looking', 'brown', 'leather', 'guitar', 'strap', '!']"
3607,strap,['strap'],['strap'],['strap']
3608,pretty nice,"['pretty', 'nice']","['pretti', 'nice']","['pretty', 'nice']"
3609,Nice Wide Axe Holder,"['Nice', 'Wide', 'Axe', 'Holder']","['nice', 'wide', 'axe', 'holder']","['Nice', 'Wide', 'Axe', 'Holder']"
3610,Very nice strap- but a little too short!,"['Very', 'nice', 'strap-', 'but', 'a', 'little', 'too', 'short', '!']","['veri', 'nice', 'strap-', 'but', 'a', 'littl', 'too', 'short', '!']","['Very', 'nice', 'strap-', 'but', 'a', 'little', 'too', 'short', '!']"
3611,Ok but but I should have read description better,"['Ok', 'but', 'but', 'I', 'should', 'have', 'read', 'description', 'better']","['ok', 'but', 'but', 'i', 'should', 'have', 'read', 'descript', 'better']","['Ok', 'but', 'but', 'I', 'should', 'have', 'read', 'description', 'better']"
